assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,recoveries,red_cards,region,removed,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,tackles,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,2000-05-10,0,0,True,True,None,None,0,0,0,232571,None,,-1,1,-2,2,0.0,520,62,0,0,None,,0,1,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Anthony,0.0,491,71,0,0,0,False,0.0,537,76,528,False,0.0,535,76,0,,None,43,598,36,p232571,0,0,None,0,,232571.jpg,0.0,539,76,0,0,241,False,0,0,Patterson,0.2,360,55,False,None,0,0,a,0,17,56,2018-10-09,0.0,489,51,0,5725,429,22218,1318,0.0,0.0,Patterson,0
0,1990-05-19,0,0,True,True,None,None,0,0,0,74854,None,,0,0,0,0,0.0,439,20,0,0,None,,0,1,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Simon,0.0,409,30,0,0,0,False,0.0,458,35,529,False,0.0,457,35,0,,None,40,614,43,p74854,0,0,None,0,,74854.jpg,0.0,461,35,0,0,241,False,0,0,Moore,0.4,267,38,False,None,0,0,a,0,17,56,2024-07-01,0.0,407,9,0,7395,444,17865,1525,0.0,0.0,Moore,0
0,2001-05-31,0,0,True,True,None,None,0,0,0,490000,None,,0,0,0,0,0.0,484,50,0,0,None,,0,1,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Blondy,0.0,454,60,0,0,0,False,0.0,502,65,530,False,0.0,500,65,0,,None,40,667,73,p490000,0,0,None,0,,490000.jpg,0.0,505,65,0,0,38,False,0,0,Nna Noukeu,0.1,430,66,False,None,0,0,a,0,17,56,2024-08-02,0.0,451,39,0,1934,124,5279,463,0.0,0.0,Nna Noukeu,0
0,1999-09-22,3,75,True,True,100,100,1,0.41,39,223827,None,,0,0,1,-1,21.4,245,79,44,18.08,None,,1,2,1.2,1.2,3,0.18,0.07,0.67,0.27,0.49,2.24,0.92,0.2,Daniel,1.7,202,76,1,0.41,1,False,23.1,105,31,531,False,128.4,77,36,219,,2025-08-23T22:30:06.243330Z,46,387,69,p223827,0,0,None,0,,223827.jpg,4.6,50,22,6,0,242,False,0,0.0,Ballard,2.4,119,45,False,None,2,0.82,a,5,17,56,2022-07-01,81.0,69,6,23,605429,8819,563611,12954,0.4,5.0,Ballard,0
0,2002-03-18,0,105,True,True,None,None,3,0.44,33,487676,None,,0,0,0,0,74.7,86,19,48,6.99,4,,0,2,3.2,3.2,1,0.24,0.03,0.35,0.05,0.11,8.38,1.22,0.02,Trai,3.7,79,28,6,0.87,0,False,19.4,143,44,532,False,100.8,113,53,618,,None,45,434,94,p487676,0,0,None,0,,487676.jpg,3.7,98,41,21,0,242,False,0,0.0,Hume,0.3,305,109,False,None,7,1.02,a,15,17,56,2022-01-04,18.0,243,71,26,30849,3631,23446,2765,0.8,5.8,Hume,0
0,2001-01-17,0,0,True,True,0,0,0,0,0,220684,None,,0,0,0,0,0.0,457,181,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Aji,0.0,426,166,0,0,0,False,0.0,475,182,533,False,0.0,474,183,0,Shoulder injury - Expected back 03 Nov,2025-07-21T10:00:05.007315Z,40,633,166,p220684,0,0,None,0,,220684.jpg,0.0,478,182,0,0,241,False,0,0,Alese,0.0,725,244,False,None,0,0,i,0,17,56,2022-07-15,0.0,424,170,0,239,16,405,32,0.0,0.0,Alese,0
0,2001-02-06,0,0,True,True,None,None,0,0,0,232820,None,,0,0,-1,1,0.0,405,148,0,0,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Joe,0.0,377,134,0,0,0,False,0.0,427,151,534,False,0.0,426,152,0,,None,39,713,217,p232820,0,0,None,0,,232820.jpg,0.0,430,151,0,0,241,False,0,0,Anderson,0.5,251,95,False,None,0,0,a,0,17,56,2023-01-31,0.0,373,138,0,26394,2925,31480,3116,0.0,0.0,Anderson,0
0,2002-04-06,0,0,True,True,0,0,0,0,0,461195,None,,0,0,0,0,0.0,471,188,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Dennis,0.0,441,174,0,0,0,False,0.0,489,189,535,False,0.0,487,189,0,Wrist Injury - Expected back 03 Nov,2025-07-21T10:00:05.027113Z,40,650,176,p461195,0,0,None,0,,461195.jpg,0.0,492,189,0,0,241,False,0,0,Cirkin,0.0,679,231,False,None,0,0,i,0,17,56,2021-08-11,0.0,438,177,0,264,16,1807,93,0.0,0.0,Cirkin,0
0,2003-08-26,0,0,True,True,0,0,0,0,0,477547,None,,0,0,0,0,0.0,480,190,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Leo Fuhr,0.0,450,176,0,0,0,False,0.0,498,191,536,False,0.0,496,191,0,Achilles injury - Expected back 03 Nov,2025-07-21T10:00:05.047173Z,40,661,180,p477547,0,0,None,0,,477547.jpg,0.0,501,191,0,0,161,False,0,0,Hjelde,0.0,723,243,False,None,0,0,i,0,17,56,2024-01-30,0.0,447,179,0,252,18,379,34,0.0,0.0,Hjelde,0
0,2000-12-18,0,0,False,True,0,0,0,0,0,492066,None,,0,0,0,0,0.0,486,192,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Niall,0.0,456,178,0,0,0,False,0.0,504,193,537,False,0.0,502,193,0,has joined Wycombe Wanderers on loan for the rest of the season.,2025-09-02T13:34:00.250364Z,40,669,184,p492066,0,0,None,0,,492066.jpg,0.0,507,193,0,0,244,False,0,0,Huggins,0.1,476,175,False,None,0,0,u,0,17,56,2021-08-20,0.0,453,181,0,1038,0,13000,644,0.0,0.0,Huggins,0
0,2004-07-30,0,0,True,True,None,None,0,0,0,514613,None,,0,0,-1,1,0.0,416,158,0,0,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Zak,0.0,388,144,0,0,0,False,0.0,438,161,538,False,0.0,437,162,0,,None,39,724,227,p514613,0,0,None,0,,514613.jpg,0.0,441,161,0,0,241,False,0,0,Johnson,0.3,322,115,False,None,0,0,a,0,17,56,2021-10-12,0.0,384,148,0,14074,2211,14017,1784,0.0,0.0,Johnson,0
0,1994-11-21,0,0,True,True,100,100,0,0,0,167512,None,,0,0,0,0,0.0,452,178,0,0,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Luke,0.0,422,164,0,0,0,False,0.0,471,180,539,False,0.0,470,181,0,,2025-07-21T10:00:05.068622Z,40,627,162,p167512,0,0,4,0,,167512.jpg,0.0,474,180,0,0,241,False,0,0,O'Nien,0.0,608,212,False,None,0,0,a,0,17,56,2018-07-30,0.0,420,168,0,1753,465,1700,281,0.0,0.0,O'Nien,0
0,2002-09-09,0,0,True,True,None,None,0,0,0,465702,None,,0,0,-1,1,0.0,410,153,0,0,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Timothée,0.0,382,139,0,0,0,False,0.0,432,156,540,False,0.0,431,157,0,,None,39,718,222,p465702,0,0,None,0,,465702.jpg,0.0,435,156,0,0,73,False,0,0,Pembélé,0.5,252,96,False,None,0,0,a,0,17,56,2023-09-01,0.0,378,143,0,42132,4075,19797,3550,0.0,0.0,Pembele,0
0,1994-01-21,0,66,True,True,0,0,2,0.46,25,434399,None,,0,0,0,0,18.3,267,89,36,8.27,None,,0,2,0.0,0.0,0,0.04,0.01,0.06,0.01,0.02,4.78,1.1,0.0,Reinildo,-0.7,743,245,4,0.92,0,False,9.9,257,87,541,False,74.2,170,70,392,Suspended until 25 Oct,2025-09-21T22:30:06.385468Z,40,642,170,p434399,0,0,None,0,,434399.jpg,2.8,170,65,13,1,146,False,0,0.0,Mandava,5.0,76,28,False,None,5,1.15,s,11,17,56,2025-07-08,6.0,313,107,14,411622,571,603644,69473,-0.2,3.5,Reinildo,1
0,2003-05-23,0,11,False,True,0,0,0,0.0,8,519634,None,,0,0,0,0,2.4,363,129,12,8.12,None,,0,2,0.0,0.0,0,0.01,0.01,0.01,0.01,0.00,1.33,0.9,0.0,Jenson,0.0,465,184,2,1.35,0,False,3.6,353,122,542,False,33.6,278,103,133,has joined Wolfsburg on loan for the rest of the season.,2025-09-02T13:40:22.421351Z,40,680,192,p519634,0,0,None,0,,519634.jpg,1.0,346,122,6,0,152,False,0,0.0,Seelt,0.1,427,157,False,None,1,0.68,u,4,17,56,2023-07-01,0.0,462,187,2,3016,0,20129,1016,0.0,0.5,Seelt,0
1,2002-01-01,0,36,True,True,None,None,2,0.66,5,535818,None,,-1,1,-3,3,77.8,82,60,16,5.31,None,,0,3,0.2,0.2,1,0.25,0.08,0.39,0.13,0.14,3.03,1.01,0.05,Simon,0.7,308,152,4,1.33,0,False,11.4,237,119,543,False,28.4,295,135,271,,None,52,232,146,p535818,0,0,None,0,,535818.jpg,2.2,237,112,7,0,54,False,0,0.0,Adingra,0.7,209,71,False,None,4,1.33,a,4,17,56,2025-07-10,8.0,300,158,13,72972,1912,174100,9433,0.1,2.5,Adingra,1
1,2004-01-03,0,23,True,True,0,0,2,0.52,6,547027,None,,0,0,-1,1,31.0,203,130,15,3.91,None,,0,3,0.0,0.0,0,0.08,0.02,0.58,0.15,0.50,3.87,1.01,0.13,Habib,0.0,709,310,2,0.52,0,False,8.0,284,141,544,False,10.6,367,170,345,Groin Injury - Expected back 03 Dec,2025-09-21T22:30:06.402407Z,54,194,122,p547027,0,0,None,0,,547027.jpg,3.0,157,65,8,0,189,False,0,0.0,Diarra,0.1,570,210,False,None,4,1.04,i,1,17,56,2025-07-01,45.0,143,86,12,6019,21,13961,995,0.0,2.2,Diarra,1
0,1997-02-05,0,4,False,True,0,0,0,0.0,0,124165,4,,0,0,-1,1,7.3,329,175,1,3.33,None,,0,3,0.0,0.0,0,0.02,0.07,0.05,0.17,0.03,0.66,2.2,0.1,Patrick,0.0,697,303,1,3.33,0,False,1.4,392,186,545,False,1.8,410,192,27,has joined Birmingham City on loan for the rest of the season.,2025-09-02T13:33:32.438579Z,54,166,104,p124165,0,0,2,0,,124165.jpg,1.0,392,191,1,0,241,False,0,0.0,Roberts,0.0,674,287,False,None,0,0.0,u,0,17,56,2022-01-21,5.0,326,171,1,462,0,3762,98,0.0,0.2,Roberts,0
0,2005-08-30,0,0,False,True,0,0,0,0,0,626844,None,,0,0,-1,1,0.0,685,297,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Milan,0.0,665,281,0,0,0,False,0.0,691,297,546,False,0.0,690,296,0,has joined Cracovia on loan for the rest of the season.,2025-09-08T09:11:30.805435Z,49,359,226,p626844,0,0,None,0,,626844.jpg,0.0,690,296,0,0,190,False,0,0,Aleksić,0.0,660,278,False,None,0,0,u,0,17,56,2024-08-30,0.0,672,292,0,295,0,3013,127,0.0,0.0,Aleksić,0
0,2000-02-03,2,70,True,True,100,100,1,0.24,7,484420,2,,0,0,-1,1,62.2,115,83,43,10.32,2,,1,3,1.8,1.8,2,0.24,0.06,1.07,0.26,0.83,5.48,1.32,0.2,Enzo,2.3,139,65,5,1.2,1,False,18.0,157,82,547,False,89.0,141,50,375,,2025-09-13T21:30:08.349570Z,49,346,215,p484420,0,0,None,0,,484420.jpg,3.3,119,47,23,0,73,False,0,0.0,Le Fée,0.4,268,91,False,None,4,0.96,a,13,17,56,2025-07-01,29.0,191,111,20,54855,2363,52201,4605,0.5,4.1,E.Le Fée,0
0,2003-04-24,0,0,True,True,0,0,0,0,0,461199,3,,0,0,-1,1,0.0,680,294,0,0,3,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Romaine,0.0,659,277,0,0,0,False,0.0,686,294,548,False,0.0,685,293,0,Hamstring injury - Expected back 22 Nov,2025-08-10T23:30:07.214806Z,49,339,211,p461199,0,0,None,0,,461199.jpg,0.0,685,293,0,0,241,False,0,0,Mundle,0.0,724,317,False,None,0,0,i,0,17,56,2024-02-01,0.0,666,288,0,143,10,702,27,0.0,0.0,Mundle,0
0,2001-12-13,0,4,True,True,None,None,0,0.0,1,223336,None,,-1,1,-2,2,0.0,658,281,1,90.0,None,,0,3,-0.2,-0.2,0,0.00,0.0,0.00,0.0,0.00,0.10,9.0,0.0,Dan,0.3,348,165,0,0.0,0,False,0.1,420,199,549,False,1.0,416,196,1,,None,48,371,232,p223336,0,0,None,0,,223336.jpg,1.0,368,173,0,0,241,False,0,0.0,Neil,0.0,622,252,False,None,0,0.0,a,0,17,56,2018-11-01,0.0,639,273,1,660,91,2517,190,0.1,0.2,Neil,0
0,2000-02-09,0,0,True,True,None,None,0,0,0,215460,None,,-1,1,-2,2,0.0,657,280,0,0,None,,0,3,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Ian,0.0,631,260,0,0,0,False,0.0,666,281,550,False,0.0,665,280,0,,None,48,370,231,p215460,0,0,None,0,,215460.jpg,0.0,665,280,0,0,48,False,0,0,Poveda-Ocampo,0.0,648,270,False,None,0,0,a,0,17,56,2024-07-24,0.0,638,272,0,321,65,1682,109,0.0,0.0,Poveda,0
0,2007-06-18,0,12,True,True,None,None,0,0.0,1,554197,None,,0,0,-2,2,14.2,288,163,6,5.62,None,,0,3,0.2,0.2,0,0.04,0.04,0.16,0.15,0.12,0.83,0.78,0.11,Chris,0.7,295,141,0,0.0,0,False,2.5,374,179,551,False,5.0,387,180,96,,None,48,383,239,p554197,0,0,None,0,,554197.jpg,1.0,371,176,3,0,241,False,0,0.0,Rigg,0.0,573,213,False,None,2,1.88,a,2,17,56,2022-12-31,5.0,324,169,4,2162,296,4564,474,0.1,0.8,Rigg,0
0,2004-12-17,0,75,True,True,75,None,3,0.43,18,577669,None,,0,0,0,0,73.0,91,68,45,6.5,None,,0,3,0.6,0.8,1,0.33,0.05,0.38,0.06,0.05,8.28,1.2,0.01,Noah,1.3,237,111,6,0.87,0,False,14.7,192,99,552,False,60.8,197,82,623,Ankle injury - 75% chance of playing,2025-10-14T21:30:07.514008Z,50,292,181,p577669,0,0,None,0,,577669.jpg,2.0,265,124,16,0,50,False,0,0.0,Sadiki,0.1,571,211,False,None,7,1.01,d,11,17,56,2025-07-04,12.0,280,150,14,3263,261,4016,620,0.3,2.8,Sadiki,3
1,2005-05-09,0,54,True,True,None,None,4,0.72,8,549912,None,,0,0,0,0,88.9,69,51,30,5.39,None,,0,3,1.5,1.5,1,0.29,0.05,1.18,0.21,0.90,6.12,1.1,0.16,Chemsdine,2.0,173,81,2,0.36,0,False,19.7,136,72,553,False,47.6,240,105,501,,None,50,288,178,p549912,0,0,None,0,,549912.jpg,2.9,166,70,17,0,145,False,0,0.0,Talbi,0.2,346,117,False,None,6,1.08,a,5,17,56,2025-07-09,61.0,99,60,20,36938,660,36999,2835,0.4,4.0,Talbi,0
0,2003-07-31,0,0,True,True,None,None,0,0,0,477851,None,,0,0,-1,1,0.0,546,206,0,0,None,,0,3,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Abdoullah,0.0,520,183,0,0,0,False,0.0,559,206,554,False,0.0,557,204,0,,None,44,541,304,p477851,0,0,None,0,,477851.jpg,0.0,563,209,0,0,73,False,0,0,Ba,0.2,362,123,False,None,0,0,a,0,17,56,2022-08-31,0.0,522,196,0,12387,701,20934,1790,0.0,0.0,Ba,0
0,1995-04-15,0,0,False,True,0,0,0,0,0,171422,None,,0,0,0,0,0.0,589,232,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Alan,0.0,560,209,0,0,0,False,0.0,599,232,555,False,0.0,597,230,0,has joined Middlesbrough on loan for the rest of the season.,2025-09-02T13:31:41.354124Z,45,400,244,p171422,0,0,None,0,,171422.jpg,0.0,603,235,0,0,104,False,0,0,Browne,0.0,588,227,False,None,0,0,u,0,17,56,2024-07-11,0.0,565,222,0,1291,0,8312,368,0.0,0.0,Browne,0
0,2002-01-15,0,0,False,True,0,0,0,0,0,458297,None,,0,0,0,0,0.0,603,239,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Pierre,0.0,573,217,0,0,0,False,0.0,611,239,556,False,0.0,609,237,0,Has joined AS Saint-Etienne permanently.,2025-08-14T14:03:00.702056Z,45,428,252,p458297,0,0,None,0,,458297.jpg,0.0,614,242,0,0,73,False,0,0,Ekwah Elimby,0.0,709,309,False,None,0,0,u,0,17,56,2023-01-23,0.0,582,230,0,0,0,1571,52,0.0,0.0,Ekwah,0
0,2004-12-25,0,0,True,True,None,None,0,0,0,547410,None,,0,0,-1,1,0.0,568,219,0,0,None,,0,3,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Harrison,0.0,541,196,0,0,0,False,0.0,580,219,557,False,0.0,578,217,0,,None,44,573,319,p547410,0,0,None,0,,547410.jpg,0.0,584,222,0,0,241,False,0,0,Jones,0.1,547,199,False,None,0,0,a,0,17,56,2024-01-01,0.0,545,209,0,3127,307,4956,513,0.0,0.0,H.Jones,0
0,2001-02-11,0,0,True,True,None,None,0,0,0,493837,None,,0,0,-1,1,0.0,550,209,0,0,None,,0,3,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Jay,0.0,524,186,0,0,0,False,0.0,563,209,558,False,0.0,561,207,0,,None,44,551,309,p493837,0,0,None,0,,493837.jpg,0.0,567,212,0,0,241,False,0,0,Matete,0.2,341,115,False,None,0,0,a,0,17,56,2022-01-31,0.0,527,199,0,15140,1441,20804,2069,0.0,0.0,Matete,0
0,2003-05-11,0,0,False,True,0,0,0,0,0,500696,None,,0,0,-1,1,0.0,555,212,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Nectarios,0.0,529,189,0,0,0,False,0.0,568,212,559,False,0.0,566,210,0,has joined Minnesota United permanently.,2025-09-22T21:19:57.157510Z,44,557,312,p500696,0,0,None,0,,500696.jpg,0.0,572,215,0,0,13,False,0,0,Triantis,0.0,572,212,False,None,0,0,u,0,17,56,2023-07-01,0.0,532,202,0,2951,0,6480,572,0.0,0.0,Triantis,0
0,2000-08-27,6,102,True,True,None,None,2,0.48,4,437505,None,,0,0,1,-1,5.4,338,36,13,3.1,None,,1,4,3.5,3.5,1,0.03,0.01,1.26,0.3,1.23,6.26,1.49,0.29,Wilson,4.0,65,8,5,1.19,3,False,25.3,85,14,560,False,108.6,97,9,377,,None,56,132,33,p437505,0,0,3,0,,437505.jpg,4.0,81,8,5,0,73,False,0,0.0,Isidor,3.4,99,16,False,None,4,0.95,a,4,17,56,2025-02-01,139.0,24,12,28,523132,76417,164987,46316,0.7,5.0,Isidor,0
0,2005-05-08,2,51,True,True,None,None,2,0.74,2,564406,None,,0,0,0,0,24.6,237,21,6,2.22,None,,0,4,0.2,0.2,1,0.06,0.02,0.53,0.19,0.47,2.33,0.86,0.17,Eliezer,0.7,318,35,1,0.37,1,False,12.1,226,22,561,False,48.0,239,21,243,,None,55,160,39,p564406,0,0,1,0,,564406.jpg,2.8,175,18,3,0,200,False,0,0.0,Mayenda Dossou,0.9,189,30,False,None,3,1.11,a,1,17,56,2023-07-28,50.0,128,27,14,247476,2119,242883,13295,0.1,2.5,Mayenda,0
0,2004-06-19,0,0,True,True,None,None,0,0,0,611975,None,,0,0,-1,1,0.0,580,59,0,0,None,,0,4,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Ahmed,0.0,552,55,0,0,0,False,0.0,591,60,562,False,0.0,589,60,0,,None,44,587,80,p611975,0,0,None,0,,611975.jpg,0.0,595,60,0,0,157,False,0,0,Abdullahi,0.4,273,43,False,None,0,0,a,0,17,56,2024-08-31,0.0,556,58,0,19628,1578,43536,3359,0.0,0.0,Abdullahi,0
0,2003-08-11,0,0,False,True,0,0,0,0,0,551153,None,,0,0,-1,1,0.0,569,55,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Luís Hemir,0.0,542,52,0,0,0,False,0.0,581,57,563,False,0.0,579,57,0,has joined Moreirense on loan for the rest of the season.,2025-09-22T21:17:57.534387Z,44,575,76,p551153,0,0,None,0,,551153.jpg,0.0,585,57,0,0,173,False,0,0,Silva Semedo,0.1,436,61,False,None,0,0,u,0,17,56,2023-07-01,0.0,546,55,0,5979,0,15905,1264,0.0,0.0,Luís Hemir,0
0,1998-10-25,0,0,False,True,0,0,0,0,0,440955,None,,0,0,-1,1,0.0,540,49,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Nazarii,0.0,514,46,0,0,0,False,0.0,554,51,564,False,0.0,552,51,0,has joined Arka on loan for the rest of the season.,2025-09-05T08:56:38.449926Z,44,532,70,p440955,0,0,None,0,,440955.jpg,0.0,558,51,0,0,225,False,0,0,Rusyn,0.1,448,62,False,None,0,0,u,0,17,56,2023-09-01,0.0,515,49,0,3530,0,16693,782,0.0,0.0,Rusyn,0
3,1992-09-27,1,143,True,True,None,None,3,0.43,41,84450,1,,0,0,0,0,144.6,26,23,89,12.71,1,,0,3,4.8,4.8,3,0.72,0.1,0.86,0.12,0.14,8.76,1.25,0.02,Granit,5.3,27,12,6,0.86,0,False,35.1,35,24,668,False,186.4,22,11,630,,None,50,244,150,p84450,0,0,None,0,,84450.jpg,4.6,52,19,36,0,207,False,0,0.0,Xhaka,4.3,81,24,False,None,7,1.0,a,12,17,56,2025-07-30,21.0,229,127,32,366084,88289,203068,28729,1.1,6.4,Xhaka,3
0,2003-01-17,6,147,True,True,None,None,3,0.43,7,498016,None,,0,0,1,-1,20.0,257,1,0,0.0,None,,2,1,4.2,4.2,2,0.01,0.0,0.01,0.0,0.00,8.76,1.25,0.0,Robin,4.7,38,2,6,0.86,0,False,22.7,111,1,670,False,208.0,9,2,630,,None,46,388,19,p498016,0,0,None,1,,498016.jpg,5.9,18,2,72,0,152,False,24,3.43,Roefs,5.1,73,13,False,None,7,1.0,a,0,17,56,2025-08-01,0.0,634,68,41,619530,112287,126633,23216,1.0,8.9,Roefs,1
0,1993-11-07,0,4,True,True,100,100,0,0.0,6,105717,None,,-1,1,-1,1,20.1,256,84,10,7.2,None,,0,2,-0.2,-0.2,0,0.08,0.06,0.15,0.11,0.07,2.09,1.5,0.05,Arthur,0.3,324,107,2,1.44,0,False,4.9,330,110,678,False,21.8,320,119,125,,2025-08-11T13:51:46.232630Z,39,705,211,p105717,0,0,None,0,,105717.jpg,0.3,423,146,3,0,50,False,0,0.0,Masuaku,0.7,201,76,False,None,2,1.44,a,4,17,56,2025-08-10,7.0,303,103,1,27637,12053,33594,3324,0.1,0.3,Masuaku,1
1,1996-12-26,4,123,True,True,75,None,2,0.31,53,201895,None,,0,0,1,-1,27.6,220,64,64,9.98,None,,1,2,4.9,6.5,0,0.34,0.05,0.92,0.14,0.58,8.43,1.31,0.09,Omar,7.0,6,2,6,0.94,1,False,31.5,47,7,683,False,210.8,8,3,577,Muscle injury - 75% chance of playing,2025-10-14T21:30:07.613745Z,41,608,158,p201895,0,0,None,0,,201895.jpg,5.6,25,12,23,0,168,False,0,0.0,Alderete,6.9,60,19,False,None,6,0.94,d,11,17,56,2025-08-12,77.0,71,7,39,826237,154709,150673,67342,1.7,9.5,Alderete,1
0,1997-11-01,2,104,True,True,None,None,2,0.4,46,200834,None,,0,0,0,0,44.8,154,37,63,12.6,None,,1,2,3.8,3.8,3,0.24,0.05,0.38,0.08,0.14,7.20,1.44,0.03,Nordi,4.3,45,15,4,0.8,0,False,19.5,139,42,694,False,129.6,74,33,450,,None,40,630,164,p200834,0,0,None,0,,200834.jpg,5.4,29,13,14,0,73,False,0,0.0,Mukiele,2.5,117,44,False,None,5,1.0,a,17,17,56,2025-08-17,20.0,232,67,27,311358,74450,59297,13627,1.1,6.8,Mukiele,0
0,2000-07-18,0,18,True,True,None,None,0,0.0,2,247955,None,,0,0,0,0,0.6,380,136,4,6.32,None,,0,2,0.5,0.5,1,0.05,0.08,0.32,0.51,0.27,2.25,3.55,0.43,Lutsharel,1.0,253,89,0,0.0,0,False,3.5,356,124,724,False,15.2,350,131,57,,None,45,417,88,p247955,0,0,None,0,,247955.jpg,1.0,360,131,4,0,152,False,0,0.0,Geertruida,0.0,666,226,False,None,0,0.0,a,2,17,56,2025-09-01,19.0,237,69,4,1962,314,953,190,0.2,0.9,Geertruida,0
0,2002-02-01,0,10,True,True,None,None,0,0.0,2,441264,None,,0,0,0,0,0.3,393,44,6,9.47,None,,0,4,0.2,0.2,1,0.00,0.0,0.00,0.0,0.00,1.45,2.29,0.0,Brian,0.7,315,34,0,0.0,0,False,0.4,416,46,730,False,3.4,397,39,57,,None,55,148,35,p441264,0,0,None,0,,441264.jpg,1.0,396,41,4,0,152,False,0,0.0,Brobbey,0.1,546,72,False,None,0,0.0,a,0,17,56,2025-09-01,0.0,723,75,3,11003,1077,6127,1138,0.1,0.5,Brobbey,0
0,1995-09-06,0,15,True,True,None,None,0,0.0,2,110504,None,,0,0,0,0,27.5,222,139,6,6.14,None,,0,3,-0.2,-0.2,0,0.03,0.03,0.24,0.24,0.21,2.62,2.68,0.21,Bertrand,0.3,360,172,2,2.05,0,False,8.3,277,138,735,False,15.0,352,163,88,,None,55,137,87,p110504,0,0,None,0,,110504.jpg,0.5,422,202,2,0,35,False,0,0.0,Traoré,0.0,643,266,False,None,1,1.02,a,2,17,56,2025-09-01,40.0,156,94,1,2438,836,1070,399,0.1,0.2,Traoré,1
0,1996-10-07,5,160,True,True,None,None,3,0.43,5,184254,None,,0,0,1,-1,0.1,397,10,0,0.0,None,,0,1,2.0,2.5,3,0.01,0.0,0.01,0.0,0.00,8.83,1.26,0.0,Guglielmo,2.0,174,14,5,0.71,0,False,19.6,137,4,565,False,195.8,15,4,630,,None,51,236,7,p184254,0,0,None,0,,184254.jpg,5.0,39,4,61,0,106,False,24,3.43,Vicario,11.7,34,4,False,None,7,1.0,a,0,18,6,2023-07-01,0.0,698,81,35,1162986,23791,478200,85623,0.4,6.9,Vicario,0
0,1999-01-08,0,0,True,True,None,None,0,0,0,214572,None,,-1,1,-1,1,0.0,402,13,0,0,None,,0,1,0.0,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Brandon,0.0,374,25,0,0,0,False,0.0,424,30,566,False,0.0,423,30,0,,None,39,710,84,p214572,0,0,None,0,,214572.jpg,0.0,427,30,0,0,241,False,0,0,Austin,0.3,318,46,False,None,0,0,a,0,18,6,2017-07-22,0.0,370,2,0,7560,4521,11374,1147,0.0,0.0,Austin,0
